response_id,respondent_id,timestamp,department,department_ja,role,role_ja,usage_frequency,usage_frequency_ja,incident_experience,vendor_id,vendor_name,performance_incident_response_speed,performance_sla_achievement,performance_problem_resolution,performance_communication_speed,performance_availability_maintenance,technical_expertise,technical_troubleshooting,technical_new_tech_adaptation,technical_documentation_quality,technical_proposal,business_process_understanding,business_impact_consideration,business_prioritization,business_stakeholder_management,business_cost_awareness,improvement_proposal_quality,improvement_proposal_frequency,improvement_proactive_attitude,improvement_innovation,improvement_long_term_perspective,comment
795,199,2025-11-13 06:12:50,finance,経理財務部門,manager,マネージャー,low,低頻度,True,C,C社,4,3,4,5,4,5,1,4,5,2,5,3,3,1,1,2,2,3,2,5,一部対応に遅れが見られることがあります。
796,199,2025-10-28 06:46:50,finance,経理財務部門,manager,マネージャー,low,低頻度,True,D,D社,2,3,4,4,5,4,1,2,1,2,3,1,4,1,5,3,2,5,4,2,
797,200,2025-11-10 23:48:50,it,IT部門,manager,マネージャー,medium,中頻度,True,A,A社,5,2,1,4,2,4,5,5,4,5,2,1,4,3,5,1,5,3,5,4,
798,200,2025-11-10 08:23:50,it,IT部門,manager,マネージャー,medium,中頻度,True,B,B社,2,1,5,3,5,5,3,2,3,5,1,4,2,2,1,2,4,1,4,1,
799,200,2025-11-16 01:26:50,it,IT部門,manager,マネージャー,medium,中頻度,True,C,C社,3,5,1,4,1,3,2,5,2,1,5,3,2,2,2,2,5,4,4,1,改善提案が的確で、ビジネスに貢献してくれています。
800,200,2025-11-06 23:47:50,it,IT部門,manager,マネージャー,medium,中頻度,True,D,D社,3,1,2,5,4,1,4,2,1,3,3,4,1,4,5,3,4,3,5,3,
801,201,2025-11-05 02:44:50,business,業務部門,specialist,スペシャリスト,low,低頻度,True,A,A社,3,4,3,4,3,2,4,4,4,5,2,5,2,4,3,2,4,5,4,4,一部対応に遅れが見られることがあります。
802,201,2025-11-07 01:50:50,business,業務部門,specialist,スペシャリスト,low,低頻度,True,B,B社,3,4,5,5,1,1,3,1,1,1,2,2,1,5,2,3,2,3,4,4,
803,201,2025-11-15 00:41:50,business,業務部門,specialist,スペシャリスト,low,低頻度,True,C,C社,4,2,2,2,1,2,2,4,1,2,5,1,1,4,1,5,5,3,4,5,
804,201,2025-11-05 00:41:50,business,業務部門,specialist,スペシャリスト,low,低頻度,True,D,D社,5,2,5,5,5,2,4,5,2,1,3,5,1,5,4,3,4,2,2,5,
805,202,2025-11-11 07:58:50,it,IT部門,staff,一般社員,medium,中頻度,False,A,A社,2,2,2,1,2,3,4,3,4,1,1,5,3,1,5,4,4,4,5,1,対応は迅速でしたが、もう少し詳細な説明が欲しかったです。
806,202,2025-11-10 07:09:50,it,IT部門,staff,一般社員,medium,中頻度,False,B,B社,2,4,3,1,4,5,5,4,1,1,5,1,5,3,4,2,1,1,5,2,
807,202,2025-11-06 06:10:50,it,IT部門,staff,一般社員,medium,中頻度,False,C,C社,3,1,3,1,3,1,1,2,2,1,2,1,5,2,3,5,4,5,5,1,
808,202,2025-11-14 05:31:50,it,IT部門,staff,一般社員,medium,中頻度,False,D,D社,3,1,4,3,1,5,4,1,3,5,2,3,4,1,2,1,2,5,4,5,
809,203,2025-11-01 23:30:50,sales,営業部門,executive,役員,high,高頻度,True,A,A社,1,2,2,3,3,4,2,2,2,3,2,4,1,1,4,4,3,1,2,5,
810,203,2025-11-19 00:30:50,sales,営業部門,executive,役員,high,高頻度,True,B,B社,5,5,4,3,2,3,3,2,5,1,5,5,3,5,3,1,1,5,5,5,対応は迅速でしたが、もう少し詳細な説明が欲しかったです。
811,203,2025-11-01 09:48:50,sales,営業部門,executive,役員,high,高頻度,True,C,C社,4,1,2,5,2,3,5,4,2,4,4,3,2,3,4,4,3,2,3,1,
812,203,2025-10-28 08:55:50,sales,営業部門,executive,役員,high,高頻度,True,D,D社,2,4,4,3,3,4,2,1,2,2,4,3,2,5,4,5,2,3,5,4,
813,204,2025-11-18 04:16:50,business,業務部門,specialist,スペシャリスト,high,高頻度,True,A,A社,1,3,3,2,4,1,5,3,2,2,4,5,4,1,3,5,3,2,1,2,
814,204,2025-10-26 04:42:50,business,業務部門,specialist,スペシャリスト,high,高頻度,True,B,B社,1,3,5,1,2,4,1,2,1,2,3,5,4,2,5,5,4,2,3,2,技術的な知識が豊富で、安心して任せられます。
815,204,2025-11-04 09:19:50,business,業務部門,specialist,スペシャリスト,high,高頻度,True,C,C社,2,3,4,5,3,1,4,1,4,2,5,2,1,4,4,4,3,2,5,5,
816,204,2025-11-20 09:37:50,business,業務部門,specialist,スペシャリスト,high,高頻度,True,D,D社,4,5,2,1,1,2,2,3,2,2,2,4,1,5,3,3,5,1,4,3,
817,205,2025-11-16 06:48:50,business,業務部門,manager,マネージャー,high,高頻度,False,A,A社,1,2,2,3,3,3,3,2,2,1,3,5,2,1,4,1,2,4,5,1,もう少しコストを抑えられると助かります。
818,205,2025-10-30 01:12:50,business,業務部門,manager,マネージャー,high,高頻度,False,B,B社,1,4,3,5,3,1,1,1,5,3,4,1,2,4,5,3,5,1,2,4,
819,205,2025-11-16 06:10:50,business,業務部門,manager,マネージャー,high,高頻度,False,C,C社,5,5,2,4,5,5,1,4,5,4,1,2,2,4,3,3,3,1,2,5,
820,205,2025-11-03 02:10:50,business,業務部門,manager,マネージャー,high,高頻度,False,D,D社,4,4,1,2,2,5,5,2,3,5,3,4,2,1,4,2,5,2,5,3,改善提案が的確で、ビジネスに貢献してくれています。
821,206,2025-11-19 03:04:50,logistics,物流部門,executive,役員,low,低頻度,True,A,A社,1,4,5,3,4,3,1,2,3,4,3,1,5,3,1,1,1,4,4,5,
822,206,2025-10-26 05:07:50,logistics,物流部門,executive,役員,low,低頻度,True,B,B社,4,2,4,3,4,4,2,1,5,5,5,1,1,1,5,4,3,1,4,3,
823,206,2025-11-03 07:33:50,logistics,物流部門,executive,役員,low,低頻度,True,C,C社,2,3,5,2,5,4,5,2,4,5,3,4,1,2,4,2,5,4,4,2,全体的に満足していますが、ドキュメントの質を向上してほしいです。
824,206,2025-11-20 07:38:50,logistics,物流部門,executive,役員,low,低頻度,True,D,D社,3,2,3,2,4,1,1,3,3,4,5,2,2,4,2,2,4,2,5,3,
825,207,2025-11-01 23:56:50,hr,人事部門,staff,一般社員,low,低頻度,False,A,A社,1,5,4,4,3,4,3,2,4,1,1,1,3,2,3,5,3,1,5,2,
826,207,2025-11-14 02:26:50,hr,人事部門,staff,一般社員,low,低頻度,False,B,B社,5,5,4,3,5,3,2,5,5,2,2,3,2,5,4,4,1,4,1,2,全体的に満足していますが、ドキュメントの質を向上してほしいです。
827,207,2025-11-05 00:03:50,hr,人事部門,staff,一般社員,low,低頻度,False,C,C社,2,5,1,3,1,1,3,3,3,1,2,4,4,4,5,3,4,5,2,1,
828,207,2025-11-14 04:25:50,hr,人事部門,staff,一般社員,low,低頻度,False,D,D社,4,2,3,1,2,2,3,1,2,2,4,4,3,3,5,3,3,1,3,3,
829,208,2025-10-28 04:35:50,business,業務部門,manager,マネージャー,low,低頻度,False,A,A社,2,4,2,5,2,4,5,3,5,3,4,5,4,1,2,3,4,1,3,4,一部対応に遅れが見られることがあります。
830,208,2025-11-22 05:55:50,business,業務部門,manager,マネージャー,low,低頻度,False,B,B社,1,4,1,5,2,4,4,5,3,5,1,2,3,5,2,5,3,1,2,4,
831,208,2025-11-08 05:29:50,business,業務部門,manager,マネージャー,low,低頻度,False,C,C社,4,1,1,1,3,1,5,5,4,4,2,3,4,2,4,3,3,4,1,3,
832,208,2025-10-30 06:52:50,business,業務部門,manager,マネージャー,low,低頻度,False,D,D社,3,5,5,5,1,5,2,2,4,3,4,3,2,5,1,1,2,3,2,1,今後も継続して利用したいと思います。
833,209,2025-11-09 05:07:50,sales,営業部門,staff,一般社員,high,高頻度,False,A,A社,2,4,5,2,5,4,2,2,3,2,3,5,2,3,5,3,5,1,1,4,
834,209,2025-11-19 07:25:50,sales,営業部門,staff,一般社員,high,高頻度,False,B,B社,1,1,5,5,5,3,5,4,4,1,5,1,3,1,1,3,3,5,1,5,
835,209,2025-11-19 00:54:50,sales,営業部門,staff,一般社員,high,高頻度,False,C,C社,5,4,1,5,2,4,4,3,3,4,4,1,4,5,1,1,1,5,4,4,
836,209,2025-11-07 00:35:50,sales,営業部門,staff,一般社員,high,高頻度,False,D,D社,4,5,2,1,1,2,5,4,3,5,1,3,5,2,4,5,5,2,2,1,今後も継続して利用したいと思います。
837,210,2025-11-13 01:42:50,it,IT部門,specialist,スペシャリスト,low,低頻度,True,A,A社,2,3,4,4,1,4,2,5,4,3,2,2,3,5,3,2,2,3,3,2,
838,210,2025-11-03 04:14:50,it,IT部門,specialist,スペシャリスト,low,低頻度,True,B,B社,2,5,5,5,1,5,4,2,1,5,1,1,3,1,3,4,5,3,5,2,
839,210,2025-10-27 04:50:50,it,IT部門,specialist,スペシャリスト,low,低頻度,True,C,C社,3,2,2,5,4,4,2,2,2,2,5,4,1,5,3,5,5,4,5,2,コミュニケーションが取りやすく、信頼できるパートナーです。
840,210,2025-11-03 03:36:50,it,IT部門,specialist,スペシャリスト,low,低頻度,True,D,D社,3,4,3,4,4,1,4,2,5,5,5,5,3,2,2,3,3,2,2,1,もう少しコストを抑えられると助かります。
841,211,2025-11-13 05:18:50,it,IT部門,specialist,スペシャリスト,medium,中頻度,True,A,A社,5,4,5,1,2,4,4,1,2,1,1,2,5,1,5,2,1,4,5,2,技術的な知識が豊富で、安心して任せられます。
842,211,2025-11-16 06:30:50,it,IT部門,specialist,スペシャリスト,medium,中頻度,True,B,B社,5,2,4,4,1,5,5,5,5,3,4,1,2,3,2,4,3,2,1,2,
843,211,2025-11-07 23:54:50,it,IT部門,specialist,スペシャリスト,medium,中頻度,True,C,C社,1,2,3,1,1,1,5,2,5,3,4,3,4,3,5,4,1,3,5,1,
844,211,2025-11-21 04:47:50,it,IT部門,specialist,スペシャリスト,medium,中頻度,True,D,D社,1,3,3,2,5,3,5,5,2,1,2,5,1,4,5,4,1,4,1,5,
845,212,2025-11-07 03:48:50,logistics,物流部門,specialist,スペシャリスト,low,低頻度,True,A,A社,5,4,4,1,5,1,4,2,3,5,2,1,4,5,5,1,4,2,1,4,
846,212,2025-11-18 23:12:50,logistics,物流部門,specialist,スペシャリスト,low,低頻度,True,B,B社,5,4,5,2,2,2,4,3,4,1,3,3,2,2,4,1,3,3,3,1,
847,212,2025-11-15 09:33:50,logistics,物流部門,specialist,スペシャリスト,low,低頻度,True,C,C社,4,3,1,2,1,1,2,5,1,4,3,1,3,5,3,2,2,3,5,1,技術的な知識が豊富で、安心して任せられます。
848,212,2025-11-05 07:59:50,logistics,物流部門,specialist,スペシャリスト,low,低頻度,True,D,D社,3,1,4,1,2,3,3,4,1,1,2,5,5,1,2,3,5,1,3,3,
849,213,2025-11-17 09:18:50,hr,人事部門,leader,リーダー,high,高頻度,True,A,A社,1,3,4,3,5,4,5,1,1,5,3,4,1,4,2,2,4,4,5,2,技術的な知識が豊富で、安心して任せられます。
850,213,2025-11-23 23:17:50,hr,人事部門,leader,リーダー,high,高頻度,True,B,B社,3,5,4,1,5,1,2,4,2,1,1,4,5,2,4,3,2,1,1,5,一部対応に遅れが見られることがあります。
851,213,2025-11-21 08:51:50,hr,人事部門,leader,リーダー,high,高頻度,True,C,C社,3,4,3,5,4,1,2,5,2,2,4,3,5,5,5,5,3,3,5,3,
852,213,2025-11-19 06:10:50,hr,人事部門,leader,リーダー,high,高頻度,True,D,D社,5,2,2,5,2,1,1,2,3,1,3,4,5,2,3,4,1,4,3,5,全体的に満足していますが、ドキュメントの質を向上してほしいです。
853,214,2025-10-29 00:23:50,sales,営業部門,staff,一般社員,high,高頻度,True,A,A社,4,5,1,3,2,1,5,5,1,1,3,5,5,1,1,4,3,4,4,2,
854,214,2025-11-18 09:31:50,sales,営業部門,staff,一般社員,high,高頻度,True,B,B社,2,4,5,2,1,3,2,1,3,5,1,3,2,4,1,1,3,5,3,2,
855,214,2025-11-05 05:44:50,sales,営業部門,staff,一般社員,high,高頻度,True,C,C社,4,3,5,3,1,5,1,5,1,4,5,1,5,2,4,5,4,2,4,2,
856,214,2025-10-26 08:17:50,sales,営業部門,staff,一般社員,high,高頻度,True,D,D社,4,5,2,5,4,5,5,2,2,4,2,2,5,1,3,5,2,5,2,4,
857,215,2025-11-15 06:31:50,it,IT部門,specialist,スペシャリスト,medium,中頻度,True,A,A社,3,4,4,3,3,1,4,4,4,5,1,1,2,3,1,3,4,5,3,5,
858,215,2025-11-05 06:56:50,it,IT部門,specialist,スペシャリスト,medium,中頻度,True,B,B社,4,1,1,1,3,3,1,3,4,5,5,5,4,2,1,5,2,3,5,5,もう少しコストを抑えられると助かります。
859,215,2025-10-27 08:16:50,it,IT部門,specialist,スペシャリスト,medium,中頻度,True,C,C社,1,1,5,3,3,3,4,4,4,5,1,3,2,4,2,1,4,2,4,3,
860,215,2025-11-10 04:33:50,it,IT部門,specialist,スペシャリスト,medium,中頻度,True,D,D社,3,2,5,2,2,1,3,2,4,2,4,1,3,2,3,3,5,5,5,1,コミュニケーションが取りやすく、信頼できるパートナーです。
861,216,2025-11-04 09:25:50,finance,経理財務部門,specialist,スペシャリスト,low,低頻度,True,A,A社,1,4,4,1,2,2,3,2,5,3,1,3,2,2,1,2,1,5,4,2,全体的に満足していますが、ドキュメントの質を向上してほしいです。
862,216,2025-11-01 00:09:50,finance,経理財務部門,specialist,スペシャリスト,low,低頻度,True,B,B社,2,1,2,4,5,1,3,1,1,1,1,4,4,1,2,3,1,4,3,2,
863,216,2025-11-17 01:39:50,finance,経理財務部門,specialist,スペシャリスト,low,低頻度,True,C,C社,3,3,1,5,2,2,3,5,4,5,4,2,3,5,3,2,1,3,3,3,もう少しコストを抑えられると助かります。
864,216,2025-11-10 06:06:50,finance,経理財務部門,specialist,スペシャリスト,low,低頻度,True,D,D社,2,4,2,5,2,1,2,5,5,5,2,5,3,5,5,3,5,5,5,5,
865,217,2025-11-11 00:24:50,sales,営業部門,staff,一般社員,low,低頻度,False,A,A社,3,3,2,3,2,2,3,4,5,5,5,1,1,2,3,4,5,2,3,4,
866,217,2025-11-18 03:53:50,sales,営業部門,staff,一般社員,low,低頻度,False,B,B社,5,3,1,1,4,2,2,3,5,4,3,2,5,4,4,2,1,1,5,5,
867,217,2025-11-08 02:47:50,sales,営業部門,staff,一般社員,low,低頻度,False,C,C社,4,1,1,4,2,1,2,3,3,5,2,5,3,4,2,1,1,1,1,4,
868,217,2025-11-03 06:20:50,sales,営業部門,staff,一般社員,low,低頻度,False,D,D社,5,4,5,1,1,2,5,1,3,1,1,5,3,1,5,2,2,3,4,4,対応は迅速でしたが、もう少し詳細な説明が欲しかったです。
869,218,2025-10-28 02:02:50,sales,営業部門,specialist,スペシャリスト,medium,中頻度,True,A,A社,2,5,5,5,1,4,2,2,5,5,3,4,4,2,2,2,2,1,5,5,
870,218,2025-10-27 06:19:50,sales,営業部門,specialist,スペシャリスト,medium,中頻度,True,B,B社,4,1,1,1,5,5,2,1,4,1,4,3,3,2,2,3,3,4,4,2,
871,218,2025-11-22 06:13:50,sales,営業部門,specialist,スペシャリスト,medium,中頻度,True,C,C社,3,1,3,4,4,3,3,5,1,2,2,3,4,5,1,4,4,4,1,4,
872,218,2025-11-19 10:02:50,sales,営業部門,specialist,スペシャリスト,medium,中頻度,True,D,D社,4,4,5,3,1,2,2,2,2,3,5,2,5,1,3,3,2,2,4,3,全体的に満足していますが、ドキュメントの質を向上してほしいです。
873,219,2025-11-04 09:30:50,hr,人事部門,staff,一般社員,medium,中頻度,False,A,A社,1,4,3,2,4,2,4,1,3,4,2,4,1,3,2,3,2,3,5,3,
874,219,2025-11-16 00:43:50,hr,人事部門,staff,一般社員,medium,中頻度,False,B,B社,4,3,1,1,4,3,3,4,4,1,2,5,1,4,2,4,2,3,3,4,もう少しコストを抑えられると助かります。
875,219,2025-11-11 04:05:50,hr,人事部門,staff,一般社員,medium,中頻度,False,C,C社,1,4,5,2,5,2,1,5,4,2,3,4,5,4,4,3,2,1,4,2,
876,219,2025-11-03 01:53:50,hr,人事部門,staff,一般社員,medium,中頻度,False,D,D社,4,3,2,5,4,3,3,3,2,3,4,4,5,2,4,4,5,5,4,4,改善提案が的確で、ビジネスに貢献してくれています。
877,220,2025-11-16 09:19:50,it,IT部門,manager,マネージャー,high,高頻度,True,A,A社,1,1,1,3,2,1,2,1,2,3,4,2,2,1,4,1,3,5,1,3,
878,220,2025-11-19 04:40:50,it,IT部門,manager,マネージャー,high,高頻度,True,B,B社,2,2,4,3,4,4,4,5,4,3,2,3,3,3,2,4,2,5,2,3,
879,220,2025-11-01 00:20:50,it,IT部門,manager,マネージャー,high,高頻度,True,C,C社,5,5,3,1,5,4,3,5,2,1,4,4,3,4,5,5,4,2,3,5,一部対応に遅れが見られることがあります。
880,220,2025-11-19 01:23:50,it,IT部門,manager,マネージャー,high,高頻度,True,D,D社,3,1,1,3,5,5,4,3,4,2,3,4,3,1,3,4,2,3,5,2,改善提案が的確で、ビジネスに貢献してくれています。
881,221,2025-11-19 06:09:50,sales,営業部門,staff,一般社員,low,低頻度,True,A,A社,4,4,1,1,5,2,1,3,2,5,3,4,4,3,2,4,5,1,1,5,
882,221,2025-11-05 07:44:50,sales,営業部門,staff,一般社員,low,低頻度,True,B,B社,5,5,5,1,1,5,1,3,2,2,5,1,2,2,1,5,1,2,5,1,
883,221,2025-11-05 06:59:50,sales,営業部門,staff,一般社員,low,低頻度,True,C,C社,3,2,5,2,2,1,5,1,4,2,4,4,3,5,5,4,1,4,5,4,もう少しコストを抑えられると助かります。
884,221,2025-11-11 01:47:50,sales,営業部門,staff,一般社員,low,低頻度,True,D,D社,3,2,5,3,1,4,5,3,5,2,5,4,4,4,5,2,3,4,4,5,
885,222,2025-11-22 00:12:50,logistics,物流部門,staff,一般社員,medium,中頻度,True,A,A社,1,3,4,1,3,1,3,4,4,1,1,5,4,4,3,3,1,4,1,2,
886,222,2025-11-03 05:53:50,logistics,物流部門,staff,一般社員,medium,中頻度,True,B,B社,2,5,5,2,2,1,5,5,1,1,3,1,1,3,5,3,2,3,1,4,技術的な知識が豊富で、安心して任せられます。
887,222,2025-11-17 06:41:50,logistics,物流部門,staff,一般社員,medium,中頻度,True,C,C社,2,3,1,4,4,2,4,3,2,1,2,4,4,5,3,1,5,4,3,4,
888,222,2025-11-07 06:00:50,logistics,物流部門,staff,一般社員,medium,中頻度,True,D,D社,5,1,5,2,5,1,5,5,3,2,3,4,5,1,5,1,3,5,2,4,
889,223,2025-11-12 00:16:50,logistics,物流部門,leader,リーダー,low,低頻度,False,A,A社,2,5,2,2,3,4,4,2,2,1,1,2,4,2,3,5,2,4,5,4,全体的に満足していますが、ドキュメントの質を向上してほしいです。
890,223,2025-11-04 09:12:50,logistics,物流部門,leader,リーダー,low,低頻度,False,B,B社,4,1,5,1,2,5,5,2,1,3,2,2,5,1,4,2,1,2,3,4,
891,223,2025-11-08 06:51:50,logistics,物流部門,leader,リーダー,low,低頻度,False,C,C社,2,3,4,5,1,4,5,3,3,1,4,1,5,3,4,1,4,4,3,2,
892,223,2025-11-10 04:16:50,logistics,物流部門,leader,リーダー,low,低頻度,False,D,D社,5,5,2,5,5,2,5,5,3,4,4,5,1,4,5,3,2,5,5,1,
893,224,2025-11-22 07:48:50,it,IT部門,manager,マネージャー,medium,中頻度,False,A,A社,2,3,1,5,1,4,2,2,4,1,3,1,1,4,5,1,4,4,4,3,
894,224,2025-11-12 01:57:50,it,IT部門,manager,マネージャー,medium,中頻度,False,B,B社,4,5,1,2,2,3,2,3,5,1,2,1,4,1,3,1,4,1,4,1,コミュニケーションが取りやすく、信頼できるパートナーです。
895,224,2025-11-24 01:35:50,it,IT部門,manager,マネージャー,medium,中頻度,False,C,C社,1,3,3,1,2,5,5,5,4,1,2,2,1,2,3,4,3,5,5,3,もう少しコストを抑えられると助かります。
896,224,2025-11-10 00:01:50,it,IT部門,manager,マネージャー,medium,中頻度,False,D,D社,5,2,2,3,3,3,4,3,3,1,5,2,1,3,2,1,5,3,1,5,
897,225,2025-10-28 07:17:50,logistics,物流部門,leader,リーダー,high,高頻度,False,A,A社,1,3,3,2,4,3,3,5,3,4,1,5,3,2,4,5,1,4,2,4,
898,225,2025-11-03 01:18:50,logistics,物流部門,leader,リーダー,high,高頻度,False,B,B社,1,2,2,2,1,2,1,2,5,5,4,4,4,3,2,3,1,2,4,5,
899,225,2025-11-04 02:30:50,logistics,物流部門,leader,リーダー,high,高頻度,False,C,C社,1,3,2,1,3,1,2,3,2,1,3,5,4,2,2,5,2,4,2,5,
900,225,2025-11-24 08:05:50,logistics,物流部門,leader,リーダー,high,高頻度,False,D,D社,3,5,4,4,5,3,5,2,5,3,2,4,4,1,1,5,1,2,3,3,
901,226,2025-11-03 00:24:50,finance,経理財務部門,specialist,スペシャリスト,medium,中頻度,False,A,A社,3,5,3,2,4,4,1,3,4,4,4,3,1,5,3,2,3,1,3,2,全体的に満足していますが、ドキュメントの質を向上してほしいです。
902,226,2025-10-31 09:43:50,finance,経理財務部門,specialist,スペシャリスト,medium,中頻度,False,B,B社,1,5,4,4,3,1,2,1,2,5,3,2,1,3,1,4,1,3,5,4,
903,226,2025-11-02 01:48:50,finance,経理財務部門,specialist,スペシャリスト,medium,中頻度,False,C,C社,5,4,2,4,1,4,3,2,4,1,4,3,5,1,1,5,2,5,5,5,
904,226,2025-11-03 08:42:50,finance,経理財務部門,specialist,スペシャリスト,medium,中頻度,False,D,D社,4,1,1,5,2,4,4,2,5,5,3,3,2,4,2,2,1,5,5,1,
905,227,2025-10-27 07:49:50,hr,人事部門,staff,一般社員,medium,中頻度,True,A,A社,4,5,2,1,5,1,5,4,2,3,4,2,2,4,1,3,5,3,4,4,
906,227,2025-10-30 08:45:50,hr,人事部門,staff,一般社員,medium,中頻度,True,B,B社,2,2,4,4,1,1,3,2,5,4,5,3,2,2,3,3,4,1,2,2,技術的な知識が豊富で、安心して任せられます。
907,227,2025-10-29 01:50:50,hr,人事部門,staff,一般社員,medium,中頻度,True,C,C社,5,5,3,1,4,4,2,5,1,4,1,1,3,4,2,2,4,1,3,4,コミュニケーションが取りやすく、信頼できるパートナーです。
908,227,2025-11-13 08:29:50,hr,人事部門,staff,一般社員,medium,中頻度,True,D,D社,3,4,3,5,4,2,5,3,3,5,4,4,1,5,3,5,4,4,2,5,
909,228,2025-11-20 08:10:50,logistics,物流部門,manager,マネージャー,medium,中頻度,False,A,A社,1,2,4,1,2,5,1,1,2,1,1,5,5,3,5,5,5,1,4,1,一部対応に遅れが見られることがあります。
910,228,2025-11-19 23:13:50,logistics,物流部門,manager,マネージャー,medium,中頻度,False,B,B社,2,4,3,2,2,5,4,5,3,2,4,2,5,2,1,4,3,4,2,5,技術的な知識が豊富で、安心して任せられます。
911,228,2025-10-26 09:57:50,logistics,物流部門,manager,マネージャー,medium,中頻度,False,C,C社,4,2,5,4,5,2,2,5,1,4,2,1,2,3,2,4,2,2,2,2,
912,228,2025-11-12 03:49:50,logistics,物流部門,manager,マネージャー,medium,中頻度,False,D,D社,3,3,1,1,5,1,4,5,2,2,5,5,3,3,4,3,5,3,5,3,全体的に満足していますが、ドキュメントの質を向上してほしいです。
913,229,2025-10-31 08:34:50,logistics,物流部門,leader,リーダー,medium,中頻度,True,A,A社,3,1,1,3,2,4,5,5,3,4,5,5,3,1,3,4,2,2,2,1,
914,229,2025-11-13 09:09:50,logistics,物流部門,leader,リーダー,medium,中頻度,True,B,B社,1,1,1,1,2,5,3,1,3,1,1,5,2,4,1,2,3,2,2,2,
915,229,2025-11-09 09:42:50,logistics,物流部門,leader,リーダー,medium,中頻度,True,C,C社,4,4,3,4,4,4,4,4,2,1,2,3,2,3,3,3,5,2,2,2,
916,229,2025-11-03 09:27:50,logistics,物流部門,leader,リーダー,medium,中頻度,True,D,D社,5,1,3,5,2,2,1,2,3,4,3,3,1,5,3,5,1,2,1,5,
917,230,2025-11-09 02:59:50,finance,経理財務部門,staff,一般社員,medium,中頻度,True,A,A社,3,4,2,5,3,4,2,5,3,5,5,3,3,5,5,3,3,5,3,5,
918,230,2025-11-19 09:33:50,finance,経理財務部門,staff,一般社員,medium,中頻度,True,B,B社,1,4,2,4,1,2,1,2,2,1,2,3,5,4,3,1,4,1,3,5,コミュニケーションが取りやすく、信頼できるパートナーです。
919,230,2025-11-03 06:12:50,finance,経理財務部門,staff,一般社員,medium,中頻度,True,C,C社,5,4,1,2,2,1,4,2,3,1,2,1,2,4,5,3,5,3,2,3,対応は迅速でしたが、もう少し詳細な説明が欲しかったです。
920,230,2025-11-15 23:18:50,finance,経理財務部門,staff,一般社員,medium,中頻度,True,D,D社,4,1,5,2,5,2,3,5,3,3,1,3,1,2,5,4,3,3,5,4,技術的な知識が豊富で、安心して任せられます。
921,231,2025-11-08 05:38:50,hr,人事部門,executive,役員,low,低頻度,False,A,A社,3,4,2,5,3,2,3,4,4,1,2,2,5,2,5,2,3,2,5,4,
922,231,2025-11-08 02:29:50,hr,人事部門,executive,役員,low,低頻度,False,B,B社,5,1,2,5,5,5,1,2,4,3,2,5,3,2,1,5,5,3,5,5,
923,231,2025-11-13 01:28:50,hr,人事部門,executive,役員,low,低頻度,False,C,C社,5,4,3,4,3,4,5,3,1,1,3,1,2,4,3,5,4,4,3,5,
924,231,2025-11-21 04:54:50,hr,人事部門,executive,役員,low,低頻度,False,D,D社,5,5,5,2,2,5,5,2,4,1,1,3,2,3,3,4,4,3,4,3,改善提案が的確で、ビジネスに貢献してくれています。
925,232,2025-11-21 04:33:50,sales,営業部門,leader,リーダー,high,高頻度,False,A,A社,3,4,1,5,1,3,3,5,4,5,1,5,1,1,5,4,3,2,2,4,改善提案が的確で、ビジネスに貢献してくれています。
926,232,2025-10-29 04:40:50,sales,営業部門,leader,リーダー,high,高頻度,False,B,B社,3,2,2,2,5,2,1,1,1,5,2,1,1,2,3,4,2,3,3,3,
927,232,2025-11-11 00:28:50,sales,営業部門,leader,リーダー,high,高頻度,False,C,C社,2,4,5,5,3,3,1,2,3,1,3,5,3,1,3,1,3,1,5,2,
928,232,2025-11-01 06:15:50,sales,営業部門,leader,リーダー,high,高頻度,False,D,D社,4,3,5,1,4,5,1,4,3,4,4,1,2,5,5,2,5,2,3,4,技術的な知識が豊富で、安心して任せられます。
929,233,2025-11-02 06:23:50,hr,人事部門,manager,マネージャー,high,高頻度,False,A,A社,1,4,1,3,2,4,4,3,4,4,5,4,1,4,4,1,5,5,3,5,
930,233,2025-10-29 00:11:50,hr,人事部門,manager,マネージャー,high,高頻度,False,B,B社,5,2,5,1,1,5,5,3,1,1,1,1,2,5,4,4,5,1,3,1,
931,233,2025-11-03 06:03:50,hr,人事部門,manager,マネージャー,high,高頻度,False,C,C社,2,2,5,5,2,4,5,1,3,4,3,3,3,2,5,2,4,3,5,2,
932,233,2025-11-13 05:23:50,hr,人事部門,manager,マネージャー,high,高頻度,False,D,D社,1,1,5,3,4,4,4,1,5,1,3,5,2,3,1,4,1,5,4,1,全体的に満足していますが、ドキュメントの質を向上してほしいです。
933,234,2025-11-24 02:00:50,business,業務部門,leader,リーダー,medium,中頻度,False,A,A社,2,5,2,3,1,1,2,2,2,5,2,5,5,2,3,2,5,1,1,3,コミュニケーションが取りやすく、信頼できるパートナーです。
934,234,2025-11-04 08:54:50,business,業務部門,leader,リーダー,medium,中頻度,False,B,B社,3,4,1,5,4,2,4,5,2,2,5,5,2,1,3,5,5,4,2,3,技術的な知識が豊富で、安心して任せられます。
935,234,2025-11-04 02:56:50,business,業務部門,leader,リーダー,medium,中頻度,False,C,C社,5,1,5,5,2,5,1,4,2,3,1,2,4,2,4,1,2,1,2,3,
