response_id,respondent_id,timestamp,department,department_ja,role,role_ja,usage_frequency,usage_frequency_ja,incident_experience,vendor_id,vendor_name,performance_incident_response_speed,performance_sla_achievement,performance_problem_resolution,performance_communication_speed,performance_availability_maintenance,technical_expertise,technical_troubleshooting,technical_new_tech_adaptation,technical_documentation_quality,technical_proposal,business_process_understanding,business_impact_consideration,business_prioritization,business_stakeholder_management,business_cost_awareness,improvement_proposal_quality,improvement_proposal_frequency,improvement_proactive_attitude,improvement_innovation,improvement_long_term_perspective,comment,performance_incident_response_speed_z,performance_sla_achievement_z,performance_problem_resolution_z,performance_communication_speed_z,performance_availability_maintenance_z,technical_expertise_z,technical_troubleshooting_z,technical_new_tech_adaptation_z,technical_documentation_quality_z,technical_proposal_z,business_process_understanding_z,business_impact_consideration_z,business_prioritization_z,business_stakeholder_management_z,business_cost_awareness_z,improvement_proposal_quality_z,improvement_proposal_frequency_z,improvement_proactive_attitude_z,improvement_innovation_z,improvement_long_term_perspective_z,performance_incident_response_speed_z5,performance_sla_achievement_z5,performance_problem_resolution_z5,performance_communication_speed_z5,performance_availability_maintenance_z5,technical_expertise_z5,technical_troubleshooting_z5,technical_new_tech_adaptation_z5,technical_documentation_quality_z5,technical_proposal_z5,business_process_understanding_z5,business_impact_consideration_z5,business_prioritization_z5,business_stakeholder_management_z5,business_cost_awareness_z5,improvement_proposal_quality_z5,improvement_proposal_frequency_z5,improvement_proactive_attitude_z5,improvement_innovation_z5,improvement_long_term_perspective_z5
1552,388,2025-10-31 07:29:39,business,業務部門,specialist,スペシャリスト,high,高頻度,True,D,D社,3,5,1,2,3,2,4,4,5,1,2,4,3,2,4,4,5,5,3,2,改善提案が的確で、ビジネスに貢献してくれています。,-1.5,0.5,-0.8660254037844387,-0.8333333333333335,0.8660254037844387,,0.8660254037844387,0.43915503282683993,1.161895003862225,-1.161895003862225,-1.1666666666666667,0.8333333333333334,0.26111648393354675,-0.2886751345948129,0.5,1.161895003862225,1.02469507659596,0.7833494518006403,0.1986798535597566,-0.7833494518006403,1.0000000000000007,3.6666666666666665,1.8452994616207488,1.888888888888889,4.1547005383792515,,4.1547005383792515,3.58554004376912,4.549193338482967,1.4508066615170336,1.4444444444444449,4.111111111111111,3.3481553119113956,2.61509982054025,3.6666666666666665,4.549193338482967,4.366260102127946,4.044465935734187,3.2649064714130085,1.9555340642658132
1553,389,2025-11-07 06:17:39,business,業務部門,staff,一般社員,low,低頻度,True,A,A社,4,1,3,4,4,4,2,1,1,3,3,1,1,3,2,3,1,1,4,4,一部対応に遅れが見られることがあります。,0.43915503282683993,-0.9933992677987828,-0.1986798535597566,0.7833494518006403,0.2886751345948129,-0.8660254037844387,0.0,-1.3055824196677337,-0.8660254037844387,-0.14638501094227999,0.8660254037844387,-1.02469507659596,-0.8660254037844387,-0.1986798535597566,-0.5477225575051661,0.26111648393354675,-1.0954451150103321,-1.1666666666666667,0.43915503282683993,0.2886751345948129,3.58554004376912,1.6754676429349566,2.7350935285869915,4.044465935734187,3.38490017945975,1.8452994616207488,3.0,1.2592234404430223,1.8452994616207488,2.8048199854102935,4.1547005383792515,1.6337398978720539,1.8452994616207488,2.7350935285869915,2.2697032566597786,3.3481553119113956,1.5394065133195576,1.4444444444444449,3.58554004376912,3.38490017945975
1554,389,2025-10-29 03:19:39,business,業務部門,staff,一般社員,low,低頻度,True,B,B社,3,4,5,2,5,5,1,5,5,4,1,3,2,2,5,5,5,4,1,5,,-0.14638501094227999,1.390758974918296,1.390758974918296,-1.3055824196677337,0.8660254037844387,0.8660254037844387,-0.7071067811865475,0.7833494518006402,1.4433756729740645,0.43915503282683993,-0.8660254037844387,0.14638501094227999,-0.2886751345948129,-0.9933992677987828,1.0954451150103321,1.3055824196677337,1.0954451150103321,0.8333333333333334,-1.3174650984805198,0.8660254037844387,2.8048199854102935,4.85434529989106,4.85434529989106,1.2592234404430223,4.1547005383792515,4.1547005383792515,2.0571909584179373,4.044465935734187,4.924500897298753,3.58554004376912,1.8452994616207488,3.1951800145897065,2.61509982054025,1.6754676429349566,4.460593486680443,4.740776559556978,4.460593486680443,4.111111111111111,1.2433798686926407,4.1547005383792515
1555,389,2025-10-26 03:11:39,business,業務部門,staff,一般社員,low,低頻度,True,C,C社,1,2,3,3,4,4,4,5,2,5,1,2,5,5,1,1,4,2,5,4,,-1.3174650984805198,-0.1986798535597566,-0.1986798535597566,-0.26111648393354675,0.2886751345948129,-0.8660254037844387,1.414213562373095,0.7833494518006402,-0.2886751345948129,1.02469507659596,-0.8660254037844387,-0.43915503282683993,1.4433756729740645,1.390758974918296,-1.0954451150103321,-0.7833494518006403,0.5477225575051661,-0.5,1.02469507659596,0.2886751345948129,1.2433798686926407,2.7350935285869915,2.7350935285869915,2.6518446880886044,3.38490017945975,1.8452994616207488,4.885618083164125,4.044465935734187,2.61509982054025,4.366260102127946,1.8452994616207488,2.41445995623088,4.924500897298753,4.85434529989106,1.5394065133195576,1.9555340642658132,3.7302967433402214,2.3333333333333335,4.366260102127946,3.38490017945975
1556,389,2025-11-21 07:40:39,business,業務部門,staff,一般社員,low,低頻度,True,D,D社,5,2,2,4,1,5,1,3,2,1,3,5,2,3,4,1,2,4,3,1,コミュニケーションが取りやすく、信頼できるパートナーです。,1.02469507659596,-0.1986798535597566,-0.9933992677987828,0.7833494518006403,-1.4433756729740645,0.8660254037844387,-0.7071067811865475,-0.26111648393354675,-0.2886751345948129,-1.3174650984805198,0.8660254037844387,1.3174650984805198,-0.2886751345948129,-0.1986798535597566,0.5477225575051661,-0.7833494518006403,-0.5477225575051661,0.8333333333333334,-0.14638501094227999,-1.4433756729740645,4.366260102127946,2.7350935285869915,1.6754676429349566,4.044465935734187,1.075499102701248,4.1547005383792515,2.0571909584179373,2.6518446880886044,2.61509982054025,1.2433798686926407,4.1547005383792515,4.7566201313073595,2.61509982054025,2.7350935285869915,3.7302967433402214,1.9555340642658132,2.2697032566597786,4.111111111111111,2.8048199854102935,1.075499102701248
1557,390,2025-11-16 04:43:39,hr,人事部門,specialist,スペシャリスト,medium,中頻度,True,A,A社,3,2,1,4,5,4,2,1,4,2,4,1,5,4,2,2,5,5,4,2,,0.7833494518006402,-0.5,-1.02469507659596,1.390758974918296,0.5,0.5477225575051661,0.0,-0.8488746876271654,0.5,-1.414213562373095,0.0,-0.8488746876271654,1.224744871391589,0.8660254037844387,-0.7071067811865475,0.0,1.4527439954372792,0.7833494518006404,0.3872983346207417,-0.7833494518006402,4.044465935734187,2.3333333333333335,1.6337398978720539,4.85434529989106,3.6666666666666665,3.7302967433402214,3.0,1.8681670831637798,3.6666666666666665,1.114381916835874,3.0,1.8681670831637798,4.632993161855452,4.1547005383792515,2.0571909584179373,3.0,4.936991993916372,4.044465935734187,3.516397779494322,1.9555340642658132
1558,390,2025-11-17 00:51:39,hr,人事部門,specialist,スペシャリスト,medium,中頻度,True,B,B社,3,2,2,2,1,2,3,5,2,5,4,4,1,3,3,1,1,5,3,2,コミュニケーションが取りやすく、信頼できるパートナーです。,0.7833494518006402,-0.5,-0.43915503282683993,-0.1986798535597566,-1.5,-0.5477225575051661,1.224744871391589,1.0914103126634984,-0.8333333333333334,0.7071067811865475,0.0,0.6063390625908325,-1.224744871391589,-0.8660254037844387,0.0,-1.224744871391589,-0.6603381797442178,0.7833494518006404,-0.3872983346207417,-0.7833494518006402,4.044465935734187,2.3333333333333335,2.41445995623088,2.7350935285869915,1.0000000000000007,2.2697032566597786,4.632993161855452,4.455213750217998,1.8888888888888893,3.942809041582063,3.0,3.8084520834544433,1.3670068381445486,1.8452994616207488,3.0,1.3670068381445486,2.119549093674377,4.044465935734187,2.483602220505678,1.9555340642658132
1559,390,2025-10-28 07:22:39,hr,人事部門,specialist,スペシャリスト,medium,中頻度,True,C,C社,1,5,5,1,5,1,1,4,2,5,3,1,3,4,2,3,1,3,5,4,,-1.3055824196677337,1.5,1.3174650984805198,-0.9933992677987828,0.5,-1.0954451150103321,-1.224744871391589,0.6063390625908325,-0.8333333333333334,0.7071067811865475,-1.224744871391589,-0.8488746876271654,0.0,0.8660254037844387,-0.7071067811865475,1.224744871391589,-0.6603381797442178,-0.2611164839335468,1.161895003862225,1.3055824196677337,1.2592234404430223,5.0,4.7566201313073595,1.6754676429349566,3.6666666666666665,1.5394065133195576,1.3670068381445486,3.8084520834544433,1.8888888888888893,3.942809041582063,1.3670068381445486,1.8681670831637798,3.0,4.1547005383792515,2.0571909584179373,4.632993161855452,2.119549093674377,2.6518446880886044,4.549193338482967,4.740776559556978
1560,390,2025-11-14 05:18:39,hr,人事部門,specialist,スペシャリスト,medium,中頻度,True,D,D社,2,2,3,2,5,5,2,1,5,4,5,5,3,3,5,2,2,1,2,3,,-0.26111648393354675,-0.5,0.14638501094227999,-0.1986798535597566,0.5,1.0954451150103321,0.0,-0.8488746876271654,1.1666666666666667,0.0,1.224744871391589,1.0914103126634984,0.0,-0.8660254037844387,1.414213562373095,0.0,-0.13206763594884355,-1.305582419667734,-1.161895003862225,0.26111648393354675,2.6518446880886044,2.3333333333333335,3.1951800145897065,2.7350935285869915,3.6666666666666665,4.460593486680443,3.0,1.8681670831637798,4.555555555555555,3.0,4.632993161855452,4.455213750217998,3.0,1.8452994616207488,4.885618083164125,3.0,2.8239098187348755,1.259223440443022,1.4508066615170336,3.3481553119113956
1561,391,2025-11-12 08:17:39,sales,営業部門,manager,マネージャー,medium,中頻度,True,A,A社,4,4,2,1,1,1,2,3,5,3,4,3,4,1,2,2,5,2,4,4,,0.3872983346207417,0.5477225575051661,-0.2886751345948129,-0.8333333333333334,-0.8660254037844387,-0.6603381797442178,-0.8333333333333334,0.0,1.4527439954372792,-0.7833494518006404,0.8333333333333334,0.5,0.8333333333333334,-1.161895003862225,-0.2886751345948129,-0.7833494518006404,0.5,-0.5000000000000001,1.414213562373095,0.7833494518006403,3.516397779494322,3.7302967433402214,2.61509982054025,1.8888888888888893,1.8452994616207488,2.119549093674377,1.8888888888888893,3.0,4.936991993916372,1.9555340642658132,4.111111111111111,3.6666666666666665,4.111111111111111,1.4508066615170336,2.61509982054025,1.9555340642658132,3.6666666666666665,2.3333333333333335,4.885618083164125,4.044465935734187
1562,391,2025-11-07 09:22:39,sales,営業部門,manager,マネージャー,medium,中頻度,True,B,B社,2,5,2,4,1,2,2,2,1,3,2,1,2,3,2,2,5,1,1,3,技術的な知識が豊富で、安心して任せられます。,-1.161895003862225,1.0954451150103321,-0.2886751345948129,1.1666666666666667,-0.8660254037844387,-0.13206763594884358,-0.8333333333333334,-0.7071067811865475,-0.6603381797442178,-0.7833494518006404,-0.5,-0.8333333333333334,-0.5,0.3872983346207417,-0.2886751345948129,-0.7833494518006404,0.5,-1.1666666666666667,-0.7071067811865475,-0.26111648393354675,1.4508066615170336,4.460593486680443,2.61509982054025,4.555555555555555,1.8452994616207488,2.8239098187348755,1.8888888888888893,2.0571909584179373,2.119549093674377,1.9555340642658132,2.3333333333333335,1.8888888888888893,2.3333333333333335,3.516397779494322,2.61509982054025,1.9555340642658132,3.6666666666666665,1.4444444444444449,2.0571909584179373,2.6518446880886044
1563,391,2025-11-01 03:30:39,sales,営業部門,manager,マネージャー,medium,中頻度,True,C,C社,5,2,5,1,5,5,5,5,1,4,1,4,1,2,1,3,1,4,2,4,,1.161895003862225,-0.5477225575051661,1.4433756729740645,-0.8333333333333334,0.8660254037844387,1.4527439954372794,1.1666666666666667,1.414213562373095,-0.6603381797442178,0.2611164839335468,-1.1666666666666667,1.1666666666666667,-1.1666666666666667,-0.3872983346207417,-0.8660254037844387,0.2611164839335468,-1.5,0.8333333333333335,0.0,0.7833494518006403,4.549193338482967,2.2697032566597786,4.924500897298753,1.8888888888888893,4.1547005383792515,4.936991993916372,4.555555555555555,4.885618083164125,2.119549093674377,3.3481553119113956,1.4444444444444449,4.555555555555555,1.4444444444444449,2.483602220505678,1.8452994616207488,3.3481553119113956,1.0000000000000007,4.111111111111111,3.0,4.044465935734187
1564,391,2025-11-21 05:13:39,sales,営業部門,manager,マネージャー,medium,中頻度,True,D,D社,3,1,1,3,5,1,4,2,2,5,4,1,4,4,5,4,5,4,1,2,全体的に満足していますが、ドキュメントの質を向上してほしいです。,-0.3872983346207417,-1.0954451150103321,-0.8660254037844387,0.5,0.8660254037844387,-0.6603381797442178,0.5,-0.7071067811865475,-0.13206763594884355,1.305582419667734,0.8333333333333334,-0.8333333333333334,0.8333333333333334,1.161895003862225,1.4433756729740645,1.305582419667734,0.5,0.8333333333333335,-0.7071067811865475,-1.3055824196677337,2.483602220505678,1.5394065133195576,1.8452994616207488,3.6666666666666665,4.1547005383792515,2.119549093674377,3.6666666666666665,2.0571909584179373,2.8239098187348755,4.740776559556979,4.111111111111111,1.8888888888888893,4.111111111111111,4.549193338482967,4.924500897298753,4.740776559556979,3.6666666666666665,4.111111111111111,2.0571909584179373,1.2592234404430223
1565,392,2025-11-19 05:58:39,sales,営業部門,staff,一般社員,low,低頻度,True,A,A社,1,3,2,5,1,4,1,5,3,1,5,3,1,4,4,1,2,5,5,3,一部対応に遅れが見られることがあります。,-0.7071067811865475,-0.5,-0.13206763594884358,0.7833494518006402,-0.8660254037844387,0.5,-0.8660254037844387,1.5,0.14638501094227999,-1.4527439954372794,0.8660254037844387,0.5,-0.5,1.161895003862225,-0.26111648393354675,-0.7071067811865475,-0.8660254037844387,1.390758974918296,0.7833494518006403,0.0,2.0571909584179373,2.3333333333333335,2.8239098187348755,4.044465935734187,1.8452994616207488,3.6666666666666665,1.8452994616207488,5.0,3.1951800145897065,1.063008006083628,4.1547005383792515,3.6666666666666665,2.3333333333333335,4.549193338482967,2.6518446880886044,2.0571909584179373,1.8452994616207488,4.85434529989106,4.044465935734187,3.0
1566,392,2025-11-20 04:34:39,sales,営業部門,staff,一般社員,low,低頻度,True,B,B社,1,3,5,1,1,2,5,3,1,5,4,1,1,2,5,1,5,3,1,1,,-0.7071067811865475,-0.5,1.4527439954372794,-1.3055824196677337,-0.8660254037844387,-1.5,0.8660254037844387,-0.5,-1.02469507659596,0.6603381797442178,0.2886751345948129,-1.5,-0.5,-0.3872983346207417,0.7833494518006403,-0.7071067811865475,0.8660254037844387,-0.1986798535597566,-1.3055824196677337,-1.224744871391589,2.0571909584179373,2.3333333333333335,4.936991993916372,1.2592234404430223,1.8452994616207488,1.0000000000000007,4.1547005383792515,2.3333333333333335,1.6337398978720539,3.880450906325623,3.38490017945975,1.0000000000000007,2.3333333333333335,2.483602220505678,4.044465935734187,2.0571909584179373,4.1547005383792515,2.7350935285869915,1.2592234404430223,1.3670068381445486
1567,392,2025-11-08 03:28:39,sales,営業部門,staff,一般社員,low,低頻度,True,C,C社,4,3,1,5,2,4,1,3,2,4,4,3,4,1,3,4,5,2,3,3,,1.414213562373095,-0.5,-0.6603381797442178,0.7833494518006402,0.8660254037844387,0.5,-0.8660254037844387,-0.5,-0.43915503282683993,0.13206763594884358,0.2886751345948129,0.5,1.5,-1.161895003862225,-1.3055824196677337,1.414213562373095,0.8660254037844387,-0.9933992677987828,-0.26111648393354675,0.0,4.885618083164125,2.3333333333333335,2.119549093674377,4.044465935734187,4.1547005383792515,3.6666666666666665,1.8452994616207488,2.3333333333333335,2.41445995623088,3.1760901812651245,3.38490017945975,3.6666666666666665,5.0,1.4508066615170336,1.2592234404430223,4.885618083164125,4.1547005383792515,1.6754676429349566,2.6518446880886044,3.0
1568,392,2025-10-27 02:22:39,sales,営業部門,staff,一般社員,low,低頻度,True,D,D社,2,5,1,3,2,4,5,3,5,5,1,3,1,3,5,2,2,3,5,5,,0.0,1.5,-0.6603381797442178,-0.26111648393354675,0.8660254037844387,0.5,0.8660254037844387,-0.5,1.3174650984805198,0.6603381797442178,-1.4433756729740645,0.5,-0.5,0.3872983346207417,0.7833494518006403,0.0,-0.8660254037844387,-0.1986798535597566,0.7833494518006403,1.224744871391589,3.0,5.0,2.119549093674377,2.6518446880886044,4.1547005383792515,3.6666666666666665,4.1547005383792515,2.3333333333333335,4.7566201313073595,3.880450906325623,1.075499102701248,3.6666666666666665,2.3333333333333335,3.516397779494322,4.044465935734187,3.0,1.8452994616207488,2.7350935285869915,4.044465935734187,4.632993161855452
1569,393,2025-11-18 08:20:39,business,業務部門,executive,役員,low,低頻度,False,A,A社,4,2,3,5,2,2,4,3,4,5,2,2,4,1,1,5,4,2,2,1,,0.7071067811865475,-0.5477225575051661,0.0,0.5,-1.161895003862225,-0.9933992677987828,1.390758974918296,0.26111648393354675,-0.8660254037844387,0.5,-0.7071067811865475,-0.8660254037844387,0.8660254037844387,-1.224744871391589,-1.4433756729740645,1.414213562373095,0.43915503282683993,-0.43915503282683993,-0.9933992677987828,-0.8488746876271654,3.942809041582063,2.2697032566597786,3.0,3.6666666666666665,1.4508066615170336,1.6754676429349566,4.85434529989106,3.3481553119113956,1.8452994616207488,3.6666666666666665,2.0571909584179373,1.8452994616207488,4.1547005383792515,1.3670068381445486,1.075499102701248,4.885618083164125,3.58554004376912,2.41445995623088,1.6754676429349566,1.8681670831637798
1570,393,2025-10-29 00:24:39,business,業務部門,executive,役員,low,低頻度,False,B,B社,3,5,5,3,4,5,2,1,5,5,2,2,2,2,4,3,5,1,3,4,一部対応に遅れが見られることがあります。,0.0,1.0954451150103321,1.224744871391589,-1.5,0.3872983346207417,1.390758974918296,-0.1986798535597566,-0.7833494518006403,0.8660254037844387,0.5,-0.7071067811865475,-0.8660254037844387,-0.8660254037844387,0.0,0.2886751345948129,0.0,1.02469507659596,-1.02469507659596,-0.1986798535597566,0.6063390625908325,3.0,4.460593486680443,4.632993161855452,1.0000000000000007,3.516397779494322,4.85434529989106,2.7350935285869915,1.9555340642658132,4.1547005383792515,3.6666666666666665,2.0571909584179373,1.8452994616207488,1.8452994616207488,3.0,3.38490017945975,3.0,4.366260102127946,1.6337398978720539,2.7350935285869915,3.8084520834544433
1571,393,2025-11-08 06:34:39,business,業務部門,executive,役員,low,低頻度,False,C,C社,4,4,1,5,5,3,1,1,5,5,5,4,4,3,5,2,1,5,3,5,一部対応に遅れが見られることがあります。,0.7071067811865475,0.5477225575051661,-1.224744871391589,0.5,1.161895003862225,-0.1986798535597566,-0.9933992677987828,-0.7833494518006403,0.8660254037844387,0.5,1.414213562373095,0.8660254037844387,0.8660254037844387,1.224744871391589,0.8660254037844387,-0.7071067811865475,-1.3174650984805198,1.3174650984805198,-0.1986798535597566,1.0914103126634984,3.942809041582063,3.7302967433402214,1.3670068381445486,3.6666666666666665,4.549193338482967,2.7350935285869915,1.6754676429349566,1.9555340642658132,4.1547005383792515,3.6666666666666665,4.885618083164125,4.1547005383792515,4.1547005383792515,4.632993161855452,4.1547005383792515,2.0571909584179373,1.2433798686926407,4.7566201313073595,2.7350935285869915,4.455213750217998
1572,393,2025-11-07 00:48:39,business,業務部門,executive,役員,low,低頻度,False,D,D社,1,1,3,5,3,3,2,5,4,1,3,4,2,2,4,2,3,3,5,1,,-1.414213562373095,-1.0954451150103321,0.0,0.5,-0.3872983346207417,-0.1986798535597566,-0.1986798535597566,1.3055824196677337,-0.8660254037844387,-1.5,0.0,0.8660254037844387,-0.8660254037844387,0.0,0.2886751345948129,-0.7071067811865475,-0.14638501094227999,0.14638501094227999,1.390758974918296,-0.8488746876271654,1.114381916835874,1.5394065133195576,3.0,3.6666666666666665,2.483602220505678,2.7350935285869915,2.7350935285869915,4.740776559556978,1.8452994616207488,1.0000000000000007,3.0,4.1547005383792515,1.8452994616207488,3.0,3.38490017945975,2.0571909584179373,2.8048199854102935,3.1951800145897065,4.85434529989106,1.8681670831637798
1573,394,2025-11-05 02:42:39,business,業務部門,staff,一般社員,low,低頻度,False,A,A社,1,1,4,2,4,2,4,1,5,2,3,4,3,4,1,2,1,4,1,4,,-1.3055824196677337,-1.5,0.2886751345948129,-0.5477225575051661,0.3872983346207417,-0.43915503282683993,0.9933992677987828,-0.5,0.6603381797442178,-0.5000000000000001,-0.7833494518006402,1.224744871391589,-0.8660254037844387,-0.5,-1.02469507659596,-0.13206763594884358,-0.8660254037844387,0.0,-0.6603381797442178,0.7833494518006403,1.2592234404430223,1.0000000000000007,3.38490017945975,2.2697032566597786,3.516397779494322,2.41445995623088,4.324532357065044,2.3333333333333335,3.880450906325623,2.3333333333333335,1.9555340642658132,4.632993161855452,1.8452994616207488,2.3333333333333335,1.6337398978720539,2.8239098187348755,1.8452994616207488,3.0,2.119549093674377,4.044465935734187
1574,394,2025-11-03 06:30:39,business,業務部門,staff,一般社員,low,低頻度,False,B,B社,5,3,5,1,5,3,1,5,1,2,3,3,4,4,2,1,1,5,1,3,,0.7833494518006402,0.5,0.8660254037844387,-1.0954451150103321,1.161895003862225,0.14638501094227999,-1.390758974918296,1.5,-1.4527439954372792,-0.5000000000000001,-0.7833494518006402,0.0,0.8660254037844387,-0.5,-0.43915503282683993,-0.6603381797442178,-0.8660254037844387,0.7071067811865475,-0.6603381797442178,-0.26111648393354675,4.044465935734187,3.6666666666666665,4.1547005383792515,1.5394065133195576,4.549193338482967,3.1951800145897065,1.1456547001089392,5.0,1.0630080060836284,2.3333333333333335,1.9555340642658132,3.0,4.1547005383792515,2.3333333333333335,2.41445995623088,2.119549093674377,1.8452994616207488,3.942809041582063,2.119549093674377,2.6518446880886044
1575,394,2025-11-21 00:19:39,business,業務部門,staff,一般社員,low,低頻度,False,C,C社,5,3,4,5,3,1,3,1,5,3,5,3,3,4,3,1,4,2,2,4,,0.7833494518006402,0.5,0.2886751345948129,1.0954451150103321,-0.3872983346207417,-1.02469507659596,0.1986798535597566,-0.5,0.6603381797442178,1.5000000000000002,1.3055824196677337,0.0,-0.8660254037844387,-0.5,0.14638501094227999,-0.6603381797442178,0.8660254037844387,-1.414213562373095,-0.13206763594884358,0.7833494518006403,4.044465935734187,3.6666666666666665,3.38490017945975,4.460593486680443,2.483602220505678,1.6337398978720539,3.2649064714130085,2.3333333333333335,3.880450906325623,5.0,4.740776559556978,3.0,1.8452994616207488,2.3333333333333335,3.1951800145897065,2.119549093674377,4.1547005383792515,1.114381916835874,2.8239098187348755,4.044465935734187
1576,394,2025-10-30 09:33:39,business,業務部門,staff,一般社員,low,低頻度,False,D,D社,3,3,1,4,2,5,3,1,4,2,4,2,4,5,5,5,4,5,5,2,,-0.26111648393354675,0.5,-1.4433756729740645,0.5477225575051661,-1.161895003862225,1.3174650984805198,0.1986798535597566,-0.5,0.13206763594884355,-0.5000000000000001,0.26111648393354675,-1.224744871391589,0.8660254037844387,1.5,1.3174650984805198,1.4527439954372794,0.8660254037844387,0.7071067811865475,1.4527439954372794,-1.3055824196677337,2.6518446880886044,3.6666666666666665,1.075499102701248,3.7302967433402214,1.4508066615170336,4.7566201313073595,3.2649064714130085,2.3333333333333335,3.1760901812651245,2.3333333333333335,3.3481553119113956,1.3670068381445486,4.1547005383792515,5.0,4.7566201313073595,4.936991993916372,4.1547005383792515,3.942809041582063,4.936991993916372,1.2592234404430223
1577,395,2025-11-20 08:16:39,sales,営業部門,specialist,スペシャリスト,high,高頻度,True,A,A社,2,2,5,2,3,4,3,1,2,2,2,3,1,5,4,3,1,4,2,1,,-1.161895003862225,-1.5,0.7833494518006403,0.8660254037844387,0.26111648393354675,0.5,0.1986798535597566,-1.414213562373095,-0.5,-0.8660254037844387,-0.5,0.3872983346207417,-1.3055824196677337,0.5000000000000001,0.5477225575051661,0.3872983346207417,-0.8660254037844387,0.1986798535597566,-1.390758974918296,-1.390758974918296,1.4508066615170336,1.0000000000000007,4.044465935734187,4.1547005383792515,3.3481553119113956,3.6666666666666665,3.2649064714130085,1.114381916835874,2.3333333333333335,1.8452994616207488,2.3333333333333335,3.516397779494322,1.2592234404430223,3.6666666666666665,3.7302967433402214,3.516397779494322,1.8452994616207488,3.2649064714130085,1.1456547001089392,1.1456547001089392
1578,395,2025-10-31 04:23:39,sales,営業部門,specialist,スペシャリスト,high,高頻度,True,B,B社,4,4,3,1,1,4,4,4,2,2,2,2,3,4,5,2,5,4,4,3,,0.3872983346207417,0.5,-0.26111648393354675,-0.8660254037844387,-0.7833494518006403,0.5,0.9933992677987828,0.7071067811865475,-0.5,-0.8660254037844387,-0.5,-0.3872983346207417,-0.26111648393354675,-1.5000000000000004,1.0954451150103321,-0.3872983346207417,0.8660254037844387,0.1986798535597566,0.1986798535597566,0.1986798535597566,3.516397779494322,3.6666666666666665,2.6518446880886044,1.8452994616207488,1.9555340642658132,3.6666666666666665,4.324532357065044,3.942809041582063,2.3333333333333335,1.8452994616207488,2.3333333333333335,2.483602220505678,2.6518446880886044,1.0,4.460593486680443,2.483602220505678,4.1547005383792515,3.2649064714130085,3.2649064714130085,3.2649064714130085
1579,395,2025-10-27 02:36:39,sales,営業部門,specialist,スペシャリスト,high,高頻度,True,C,C社,3,4,1,2,1,2,3,3,2,5,4,1,5,5,1,1,1,2,5,4,,-0.3872983346207417,0.5,-1.3055824196677337,0.8660254037844387,-0.7833494518006403,-1.5,0.1986798535597566,0.0,-0.5,0.8660254037844387,1.5,-1.161895003862225,0.7833494518006403,0.5000000000000001,-1.0954451150103321,-1.161895003862225,-0.8660254037844387,-1.390758974918296,0.9933992677987828,0.9933992677987828,2.483602220505678,3.6666666666666665,1.2592234404430223,4.1547005383792515,1.9555340642658132,1.0000000000000007,3.2649064714130085,3.0,2.3333333333333335,4.1547005383792515,5.0,1.4508066615170336,4.044465935734187,3.6666666666666665,1.5394065133195576,1.4508066615170336,1.8452994616207488,1.1456547001089392,4.324532357065044,4.324532357065044
1580,395,2025-11-06 07:17:39,sales,営業部門,specialist,スペシャリスト,high,高頻度,True,D,D社,5,4,5,1,5,4,1,4,4,5,2,4,5,5,2,4,5,5,4,3,,1.161895003862225,0.5,0.7833494518006403,-0.8660254037844387,1.3055824196677337,0.5,-1.390758974918296,0.7071067811865475,1.5,0.8660254037844387,-0.5,1.161895003862225,0.7833494518006403,0.5000000000000001,-0.5477225575051661,1.161895003862225,0.8660254037844387,0.9933992677987828,0.1986798535597566,0.1986798535597566,4.549193338482967,3.6666666666666665,4.044465935734187,1.8452994616207488,4.740776559556978,3.6666666666666665,1.1456547001089392,3.942809041582063,5.0,4.1547005383792515,2.3333333333333335,4.549193338482967,4.044465935734187,3.6666666666666665,2.2697032566597786,4.549193338482967,4.1547005383792515,4.324532357065044,3.2649064714130085,3.2649064714130085
1581,396,2025-11-15 03:30:39,it,IT部門,staff,一般社員,low,低頻度,False,A,A社,4,4,5,3,4,1,3,1,4,1,2,4,5,2,1,1,2,3,2,3,コミュニケーションが取りやすく、信頼できるパートナーです。,0.1986798535597566,0.9933992677987828,1.02469507659596,-0.3872983346207417,0.5,-0.7071067811865475,0.3872983346207417,-0.8488746876271654,0.8333333333333334,-1.0914103126634984,-0.26111648393354675,0.0,1.161895003862225,-1.161895003862225,-1.4433756729740645,-0.8660254037844387,-0.7833494518006402,-0.3872983346207417,-1.3055824196677337,0.8660254037844387,3.2649064714130085,4.324532357065044,4.366260102127946,2.483602220505678,3.6666666666666665,2.0571909584179373,3.516397779494322,1.8681670831637798,4.111111111111111,1.5447862497820024,2.6518446880886044,3.0,4.549193338482967,1.4508066615170336,1.075499102701248,1.8452994616207488,1.9555340642658132,2.483602220505678,1.2592234404430223,4.1547005383792515
